# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "14" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/refs/PC9.15/PC9.15_final.gtf" "-o" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/counts/counts_raw.txt" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_10_sample_2B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_11_sample_2C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_12_sample_2D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_13_sample_2E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_14_sample_2F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_15_sample_2G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_16_sample_2H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_1_sample_1A.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_2_sample_1B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_3_sample_1C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_4_sample_1D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_5_sample_1E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_6_sample_1F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_7_sample_1G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_8_sample_1H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_9_sample_2A.primary.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_10_sample_2B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_11_sample_2C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_12_sample_2D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_13_sample_2E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_14_sample_2F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_15_sample_2G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_16_sample_2H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_1_sample_1A.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_2_sample_1B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_3_sample_1C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_4_sample_1D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_5_sample_1E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_6_sample_1F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_7_sample_1G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_8_sample_1H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_9_sample_2A.primary.bam
PTI98_002200	CM057206.1;CM057206.1;CM057206.1	80111;80561;80731	80499;80671;80891	-;-;-	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002201	CM057206.1;CM057206.1;CM057206.1	82157;82498;83063	82431;82986;83911	+;+;+	1613	0	0	0	0	0	0	5	37	0	0	0	5	0	22	17	9
PTI98_002202	CM057206.1;CM057206.1	84369;84541	84465;85222	+;+	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002203	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	89053;89224;89463;89729;89893;90573	89174;89414;89677;89841;90516;91300	+;+;+;+;+;+	1993	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PTI98_002204	CM057206.1;CM057206.1	97514;98612	98554;99116	-;-	1546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002205	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	99166;99542;99845;100067;100400;100503;100776	99482;99783;100018;100345;100458;100726;100888	-;-;-;-;-;-;-	1408	0	0	3	0	8	0	89	86	10	0	6	0	19	3	12	11
PTI98_002206	CM057206.1;CM057206.1;CM057206.1	103468;106141;107403	106052;107319;108125	-;-;-	4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002207	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	109594;110032;110200;110281;110532;110852;111026;111254;111333;111477	109976;110140;110226;110469;110796;110969;111203;111276;111414;112133	+;+;+;+;+;+;+;+;+;+	2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002209	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	112947;113846;114570;114873;115053;115215;115602	113793;114497;114771;114991;115145;115540;115863	-;-;-;-;-;-;-	2501	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
PTI98_002210	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	117767;118514;118656;118897;119479;119572;119744;119902;120021;120194;120794;121010;121270;121703	118454;118598;118817;119426;119517;119637;119847;119969;120146;120725;120954;121201;121635;122099	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3516	0	0	0	0	0	9	14	47	4	0	0	0	0	4	0	0
PTI98_002211	CM057206.1;CM057206.1;CM057206.1	122636;123718;124587	123661;124531;124637	-;-;-	1891	0	0	0	0	0	0	16	3	0	0	0	0	1	0	0	0
PTI98_002212	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	125138;125290;125583;125887;126340;126521;127240;127555;128277	125217;125532;125835;126288;126466;127184;127498;128220;128903	+;+;+;+;+;+;+;+;+	3321	0	4	0	0	0	0	65	15	0	0	0	0	0	16	0	0
PTI98_002213	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	128278;128953;129104;129376;129577;129834;130074	128888;129034;129328;129526;129774;130009;130721	+;+;+;+;+;+;+	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002214	CM057206.1;CM057206.1;CM057206.1	130835;131592;132431	131544;132376;133246	+;+;+	2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002215	CM057206.1;CM057206.1;CM057206.1	133310;133526;134050	133475;133987;134807	+;+;+	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002216	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	134037;134857;134957;135044;135293;135777;136105;136450;136698;136778;136917;137100;137255;137327;137516;137624;137698	134806;134906;134983;135241;135718;136054;136402;136642;136711;136865;137045;137206;137272;137455;137565;137642;137838	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002217	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	138040;138693;138832;139774;139893;140042;140286;140608	138631;138770;139724;139841;139990;140227;140558;140874	-;-;-;-;-;-;-;-	2455	0	0	0	0	0	0	10	0	0	0	5	0	0	2	0	0
PTI98_002218	CM057206.1	141065	141864	-	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002219	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	142159;142159;142241;142241;142564;142966;142966;143135;143135;143708;143708	142187;142187;142507;142918;142918;143082;143082;143653;143653;144010;144010	+;+;+;+;+;+;+;+;+;+;+	1646	0	0	0	0	0	0	0	3	0	0	1	14	0	0	0	0
PTI98_002220	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	144032;144032;144342;144342;144870;144870;145246;145246;145533;145533	144281;144281;144820;144820;145196;145196;145482;145475;145568;145568	-;-;-;-;-;-;-;-;-;-	1329	3	13	3	0	8	0	100	49	1	0	8	4	5	19	7	1
PTI98_002221	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	145663;145663;148108;148342;148342;148513;148513;148686;148695;148782;148782;149045;149045;149609;149609;150047;150047	148273;148048;148273;148460;148460;148638;148596;148721;148721;148975;148975;149525;149525;149997;149997;150353;150353	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4263	9	45	14	0	7	0	305	181	2	0	8	10	36	74	32	0
PTI98_002222	CM057206.1;CM057206.1;CM057206.1	151999;152717;152828	152660;152780;153183	-;-;-	1082	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTI98_002223	CM057206.1;CM057206.1;CM057206.1	154055;154921;155999	154864;155941;156209	-;-;-	2042	20	9	21	9	33	67	1436	305	33	30	57	75	60	135	122	17
PTI98_002224	CM057206.1;CM057206.1	156259;156948	156861;157274	-;-	930	0	0	6	0	0	9	58	25	0	0	0	2	1	9	0	0
PTI98_002225	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	157276;157404;157483;157588;157836;158127;158227;158347;158493;158590;158683;158766;158858;159194;159337	157352;157427;157528;157772;158073;158177;158316;158437;158539;158631;158713;158806;159133;159279;159497	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1486	0	1	3	0	1	0	23	40	0	0	0	0	0	20	12	0
PTI98_002226	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	162350;162501;162668;162791;163008	162426;162581;162724;162940;163210	+;+;+;+;+	568	0	8	4	0	1	5	130	75	1	0	0	4	0	31	9	0
PTI98_002227	CM057206.1;CM057206.1;CM057206.1	163237;163499;164695	163439;164644;165072	-;-;-	1727	7	8	0	0	3	13	308	78	1	0	12	19	9	86	1	0
PTI98_002228	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	165480;165616;166176;166403;166553;166852;166997;167083;167322	165550;166118;166346;166493;166800;166948;167027;167266;167894	+;+;+;+;+;+;+;+;+	1969	0	0	0	0	0	0	11	17	0	0	0	0	0	0	2	0
PTI98_002229	CM057206.1;CM057206.1;CM057206.1;CM057206.1	169199;169696;169850;170408	169640;169785;170352;171022	+;+;+;+	1650	2	1	0	0	0	0	24	27	0	0	0	0	16	8	18	3
PTI98_002230	CM057206.1;CM057206.1	169835;171122	171073;171181	-;-	1299	0	0	0	2	0	6	13	0	0	0	0	0	0	3	0	0
PTI98_002231	CM057206.1;CM057206.1;CM057206.1;CM057206.1	171610;171772;171876;172056	171722;171824;171995;172159	+;+;+;+	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002232	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	172203;172426;172582;172721;173068;173522;173769;174135	172372;172533;172650;173015;173469;173713;174084;175071	+;+;+;+;+;+;+;+	2489	0	0	3	0	0	5	21	66	2	0	2	3	7	24	1	0
PTI98_002233	CM057206.1;CM057206.1;CM057206.1	175259;175650;175982	175576;175927;177017	+;+;+	1632	0	5	0	0	0	0	164	16	0	0	0	4	6	20	5	0
PTI98_002234	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	175977;177067;177432;177528;178449;178544	177009;177376;177452;178390;178488;178616	-;-;-;-;-;-	2340	0	13	0	5	0	0	83	45	0	0	9	0	3	37	31	1
PTI98_002235	CM057206.1;CM057206.1;CM057206.1;CM057206.1	178945;179150;179263;179372	179098;179214;179316;179859	+;+;+;+	761	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0
PTI98_002236	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	179909;180208;181001;181185;181512;181699;181883;182087;182271;182449;182707;182880;182971;183237;183555;183759;184200;184596;184727;185079;185242;185332;185401	180154;180947;181115;181288;181632;181828;182034;182215;182396;182648;182818;182915;183185;183500;183700;184144;184541;184674;185022;185193;185279;185347;185664	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4372	5	41	7	1	1	8	332	183	0	0	3	9	17	70	14	0
PTI98_002237	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	185560;186135;186225;186352;186500;186819;186972	186076;186169;186295;186444;186763;186917;188795	-;-;-;-;-;-;-	2903	0	0	0	0	0	16	12	2	4	0	0	2	0	10	10	0
PTI98_002238	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	188845;189335;189697;190039;190899;191224;192202	189280;189642;189984;190845;191171;192138;192561	-;-;-;-;-;-;-	3387	0	24	8	0	5	1	202	53	0	0	0	1	14	74	26	0
PTI98_002239	CM057206.1;CM057206.1;CM057206.1;CM057206.1	193255;193519;193647;193780	193459;193594;193717;194021	+;+;+;+	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002240	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	194042;194138;194422;194511;194590;194714;194995;195127;195301	194078;194367;194458;194539;194662;194937;195077;195243;195882	+;+;+;+;+;+;+;+;+	1412	0	0	0	0	0	0	7	5	0	1	0	0	0	0	0	0
PTI98_002241	CM057206.1	195972	196334	+	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002242	CM057206.1;CM057206.1	196349;197981	197920;199086	+;+	2678	7	40	39	2	9	4	691	492	17	4	11	24	41	298	53	4
PTI98_002243	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	198031;198031;198031;199475;199475;199475;199756;199756;199902;199902;199902;200095	199418;199418;199418;199703;199847;199703;199847;199847;200163;200163;200028;200163	-;-;-;-;-;-;-;-;-;-;-;-	2023	0	0	1	1	0	2	72	53	0	0	0	0	0	8	20	16
PTI98_002244	CM057206.1;CM057206.1;CM057206.1	200213;200929;201248	200876;201190;201455	-;-;-	1134	9	0	0	0	5	0	59	3	1	0	5	0	0	2	0	2
PTI98_002245	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	202204;202456;202667;202852;203147	202403;202614;202796;203094;203759	+;+;+;+;+	1345	0	1	11	0	2	12	219	118	4	0	1	4	4	65	60	0
PTI98_002246	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	203809;203809;204015;204113;204113	204059;203958;204059;204981;204981	+;+;+;+;+	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002247	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	204465;205058;205227;205317;205591	205006;205169;205262;205534;206283	+;+;+;+;+	1601	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PTI98_002248	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	206333;206511;206642;206780;207140;207368;207520;207702;207881;208059;208231	206460;206592;206725;207086;207317;207464;207648;207821;208004;208177;208621	+;+;+;+;+;+;+;+;+;+;+	1759	4	2	9	0	1	9	125	35	0	0	3	5	1	8	0	0
PTI98_002250	CM057206.1;CM057206.1;CM057206.1	208671;209104;209497	209049;209447;209682	+;+;+	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002251	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	209732;209839;210125;210310;210510;210673;210966	209788;210068;210262;210463;210624;210911;211669	+;+;+;+;+;+;+	1637	0	5	0	0	4	2	111	63	0	0	0	0	5	33	12	0
PTI98_002252	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	211819;212076;212157;212232;212368;212496;212644;212955;213049;213148;213240;213313;213384;213524;213609	212015;212102;212178;212315;212441;212584;212902;212996;213094;213186;213250;213332;213471;213557;214120	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1544	2	33	0	1	0	10	20	248	0	0	8	23	4	47	2	8
PTI98_002253	CM057206.1;CM057206.1;CM057206.1	214320;214581;215796	214531;215744;216493	+;+;+	2074	0	0	0	0	0	0	11	0	0	0	0	0	1	3	0	0
PTI98_002254	CM057206.1;CM057206.1;CM057206.1;CM057206.1	216761;217038;217133;217327	216979;217077;217272;219983	+;+;+;+	3056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002255	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	220033;220431;220610;220748;220856;220948;221218;221480;221751;222213;222534	220377;220558;220689;220800;220896;221163;221430;221701;222154;222479;224023	+;+;+;+;+;+;+;+;+;+;+	3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002256	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	235698;236560;236677;236862;237023;237261	236510;236622;236806;236967;237208;237413	-;-;-;-;-;-	1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_002257	CM057206.1;CM057206.1	240034;240543	240490;241674	+;+	1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
