,Exuding_mycelium,Fuzzy_mycelium,Exudophore,Nodule,baseline,abs_diff,name
rxn09193,-3.89955405403299,-3.909230719056552,-3.991431986310664,-3.9914319866717842,-3.904392386544771,0.08703959976589326,L-proline transport via diffusion (extracellular to periplasm)
rxn46214,3.8995540540332745,3.9092307190577458,3.991431986310829,3.9914319866725236,3.90439238654551,0.08703959976531905,Cotransport of L-leucine and H+
rxn25657,0.8140319087760084,0.0110341189649346,0.4989289982891283,1.0228044465841095,0.4125330138704715,0.08639598441865681,3-oxo-petroslinoyl-[acyl-carrier protein] reductase
rxn38495,0.814031908776059,0.011034118964937549,0.4989289982891283,1.022804446584999,0.4125330138704983,0.08639598441863,3-oxo-petroslinoyl-[acyl-carrier protein] reductase
EX_cpd00033_e,-7.906345844553041,-7.924599153877229,-7.982863972621644,-7.982863973343797,-7.915472499215134,0.0673914734065093,Glycine exchange
EX_cpd00066_e,-2.9246655405248223,-2.9319230392929145,-2.9935739897329703,-2.9935739900042138,-2.9282942899088686,0.06527969982410164,L-Phenylalanine exchange
EX_cpd00053_e,-4.971931418892183,-4.886538398822122,-4.9892899828885495,-4.989289983340578,-4.929234908857152,0.060055074031397204,L-Glutamine exchange
rxn13301,-4.971931418892382,-4.886538398822154,-4.989289982888636,-4.989289983340541,-4.929234908857268,0.060055074031367894,L-glutamine transport in via proton antiport (vacuolar)
rxn42988,2.4372212837702136,2.4432691994109663,2.4946449914440905,2.494644991669831,2.44024524159059,0.05439974985350027,Cotransport of L-serine and H+
rxn47859,4.494236047275592,4.39788455893995,4.490360984599647,4.490360985006475,4.446060303107771,0.04430068149187605,Cotransport of L-alanine and H+
rxn05846,-1.9497770270165153,-1.954615359528875,-1.9957159931554114,-2.045608893168693,-1.9521961932726952,0.04351979988271615,GTP:RNA guanylyltransferase (DNA-directed)
EX_cpd00069_e,-1.949777027016612,-1.9546153595288729,-1.9957159931554118,-1.9957159933362183,-1.9521961932727425,0.0435197998826693,L-Tyrosine exchange
rxn34130,-1.9497770270166117,-1.9546153595288742,-1.995715993155411,-1.9957159933362194,-1.952196193272743,0.043519799882667964,JM_Cre_651
rxn05848,-1.9497770270166117,-1.95461535952888,-1.9957159931554114,-1.9957159933362194,-1.9521961932727458,0.04351979988266552,UTP:RNA uridylyltransferase
rxn13314,-1.9497770270166372,-1.9546153595289297,-1.995715993155386,-1.995715993336205,-1.9521961932727834,0.04351979988260268,L-histidine transport in via proton antiport (vacuolar)
EX_cpd00119_e,-1.949777027016598,-1.9546153595289468,-1.995715993155363,-1.9957159933362627,-1.9521961932727723,0.04351979988259069,L-Histidine exchange
EX_cpd00060_e,-1.949777027016748,-1.9546153595290114,-1.9957159931554136,-1.9957159933363364,-1.9521961932728797,0.04351979988253385,L-Methionine exchange
rxn40745,1.4623327702624351,1.4659615196465552,1.4967869948666817,1.4967869950021395,1.4641471449544952,0.03263984991218649,Cotransport of L-phenylalanine and H+
rxn07095,-0.9748885135070027,-0.9773076797631473,-0.9978579965777692,-0.9978579966681097,-0.976098096635075,0.021759899942694227,rxn07095
rxn05222,0.9748885135081764,0.9773076797643512,0.9978579965777055,0.9978579966680741,0.9760980966362638,0.021759899941441674,RXN66-449.ce
rxn00839,0.9748885135082332,0.9773076797642943,0.997857996577693,0.9978579966679825,0.9760980966362638,0.02175989994142924,ATP:dADP phosphotransferase
rxn47471,0.9748885135083469,0.9773076797643512,0.9978579965776958,0.9978579966680741,0.976098096636349,0.02175989994134675,Cotransport of L-methionine and H+
rxn05817,-0.9748885135083059,-0.9773076797644376,-0.9978579965777055,-0.9479650968351978,-0.9760980966363717,0.02175989994133376,Deoxyguanosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-di
rxn05819,-0.9748885135083059,-0.9773076797644376,-0.9978579965777055,-0.9978579966681096,-0.9760980966363717,0.02175989994133376,deoxythymidine triphosphate:DNA deoxynucleotidyltransferase (DNA-direc
EX_cpd00065_e,-0.9748885135082235,-0.9773076797645377,-0.9978579965777055,-0.9978579966681664,-0.9760980966363806,0.02175989994132488,L-Tryptophan exchange
rxn05231,0.9748885135083059,0.9773076797646156,0.997857996577625,0.9978579966678659,0.9760980966364607,0.02175989994116423,2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductas
rxn00409,,0.9773076797645216,0.997857996577625,,0.9773076797645216,0.020550316813103375,ATP:CDP phosphotransferase
rxn06076,,0.9773076797645531,0.997857996577625,,0.9773076797645531,0.020550316813071845,2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase
rxn01673,,-0.9773076797645786,-0.997857996577625,,-0.9773076797645786,0.02055031681304642,ATP:dCDP phosphotransferase
rxn33912,-0.4874442567541025,-0.4886538398821825,-0.49892899828885284,-0.4989289983340361,-0.4880490483181425,0.010879949970710345,Acyl-CoA Synthetase
rxn00078,0.4874442567541528,0.488653839883691,0.49892899828901605,0.49892899833405485,0.48804904831892193,0.010879949970094116,ATP:NADH 2'-phosphotransferase
EX_cpd00220_e,-0.1949777027016305,-0.19546153595283305,-0.19957159931552948,-0.19957159933360555,-0.19521961932723178,0.0043519799882976995,Riboflavin exchange
rxn00122,0.19497770270167009,0.19546153595287297,0.1995715993155411,0.1995715993336134,0.19521961932727153,0.004351979988269583,rxn00122
rxn00392,0.19497770270173292,0.19546153595287297,0.1995715993155411,0.1995715993336012,0.19521961932730295,0.004351979988238164,ATP:riboflavin 5'-phosphotransferase
rxn05224,0.1949777027017489,0.1954615359528588,0.19957159931554114,0.19957159933357743,0.19521961932730386,0.004351979988237276,Riboflavin permease
rxn08982,0.0,0.0,0.0,4.417722118846674e-13,0.0,0.0,TRANS-RXN-130.cp
rxn15116,0.0,,0.0,,0.0,0.0,"beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (g"
rxn00747,0.0,,0.0,,0.0,0.0,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase
rxn01465,,1.1368683772161605e-13,0.0,,1.1368683772161605e-13,-1.1368683772161605e-13,(S)-dihydroorotate amidohydrolase
rxn00182,0.10723773648772081,-0.10613771575946959,2.273736754432321e-13,,0.0005500103641256082,-0.0005500103638982345,L-glutamate:NAD+ oxidoreductase (deaminating)
rxn47074,0.48744425675414504,0.5947915556416206,0.4989289982888479,0.4989289983340086,0.5411179061978828,-0.0421889079090349,Cotransport of L-cysteine and H+
EX_cpd00084_e,-0.9748885135081498,-1.189583111283012,-0.9978579965777845,-0.9978579966680945,-1.0822358123955809,-0.08437781581779635,L-Cysteine exchange
rxn00148,0.10723773648769636,0.10613771575946959,1.1368683772161605e-13,,0.10668772612358297,-0.10668772612346929,ATP:pyruvate 2-O-phosphotransferase
rxn00248,0.1072377364876964,0.10613771575946959,1.1368683772161605e-13,0.0,0.10668772612358299,-0.1066877261234693,(S)-malate:NAD+ oxidoreductase
rxn00247,-0.1072377364877409,-0.10613771575946959,1.2321535874460406e-13,,-0.10668772612360525,-0.10668772612348203,ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruva
rxn00260,-0.2144754729753928,-0.21227543151900824,1.1368683772161605e-13,,-0.2133754522472005,-0.21337545224708682,L-Aspartate:2-oxoglutarate aminotransferase
rxn33879,8.29630124995682,,7.883078172962787,8.781150370678606,8.29630124995682,-0.4132230769940328,Acetate--CoA Ligase
rxn00170,8.296301249958372,,7.883078172962319,9.280079369012086,8.296301249958372,-0.41322307699605254,Acetyl-CoA hydrolase
rxn05847,-1.9497770270166117,-0.9773076797643425,-0.9978579965777863,-1.9957159933359097,-1.4635423533904772,-0.46568435681269094,CTP:RNA cytidylyltransferase (DNA-directed)
rxn00507,-1.1406195607979652,,0.0,-1.496786995003061,-1.1406195607979652,-1.1406195607979652,Acetaldehyde:NADP+ oxidoreductase
rxn34122,-4.874442567541725,-4.886538398820948,-3.6920745873371787,-4.989289983340548,-4.880490483181337,-1.188415895844158,JM_Cre_641
rxn33892,0.28271766891582617,4.491411853025416,0.6985005976049854,,2.3870647609706213,-1.6885641633656359,Apyrase
rxn05497,,-4.10889572890153,-0.1995715993161324,,-4.10889572890153,-3.9093241295853973,TRANS-RXNBWI-115572.ce.maizeexp.AMP_AMP
rxn31646,,-10.16820334344182,0.0,-14.967869950021537,-10.16820334344182,-10.16820334344182,pyruvate carboxy-lyase (acetaldehyde-forming)
