NP_001106678	KAN1674732.1	40.4	1.14e-20	80.5
NP_001106676	KAN1674732.1	39.8	8.35e-15	65.1
NP_001172021	KAN1671213.1	38.9	4.63e-23	94.0
NP_001172023	KAN1671213.1	36.3	3.55e-38	135
NP_001172022	KAN1671213.1	36.3	6.15e-38	135
NP_000300	KAN1682992.1	32.2	5.09e-57	195
NP_005591	KAN1671213.1	36.3	8.95e-38	135
NP_001159631	KAN1675711.1	69.0	8.31e-208	590
NP_004541	KAN1675711.1	69.7	9.18e-214	605
NP_001116236	KAN1682992.1	32.2	5.09e-57	195
NP_000687	KAN1690471.1	42.2	9.15e-126	375
NP_004896	KAN1691017.1	54.8	3.24e-81	241
NP_006326	KAN1677627.1	51.0	4.68e-47	149
NP_653168	KAN1677410.1	27.0	6.25e-23	101
NP_620149	KAN1686919.1	24.9	1.80e-13	67.0
NP_060530	KAN1692671.1	39.6	3.33e-218	648
NP_037460	KAN1671705.1	41.0	3.74e-42	146
NP_001258610	KAN1671705.1	50.0	1.50e-18	81.6
NP_001229768	KAN1679017.1	58.1	5.46e-66	201
NP_001152863	KAN1679017.1	58.1	5.46e-66	201
NP_000849	KAN1679017.1	58.1	5.46e-66	201
NP_001152862	KAN1679017.1	58.1	2.37e-65	200
NP_001229769	KAN1679017.1	58.0	1.09e-56	179
NP_001010867	KAN1687290.1	29.1	9.00e-32	122
NP_036221	KAN1678119.1	46.0	1.30e-160	478
NP_000134	KAN1674835.1	65.7	1.90e-214	599
NP_056303	KAN1671101.1	33.3	4.36e-43	150
NP_001268441	KAN1687302.1	30.4	4.65e-41	149
NP_000174	KAN1687302.1	29.8	1.68e-42	154
NP_001268442	KAN1687302.1	29.8	1.10e-42	154
NP_003840	KAN1675054.1	66.6	2.00e-126	390
NP_653164	KAN1690368.1	48.7	2.41e-70	218
NP_057128	KAN1670721.1	38.1	1.23e-48	163
NP_001076581	KAN1674429.1	60.2	9.77e-229	656
NP_000399	KAN1674429.1	60.2	9.77e-229	656
NP_079046	KAN1678641.1	31.6	1.05e-51	177
NP_954697	KAN1671617.1	45.7	1.80e-77	245
NP_055177	KAN1671510.1	39.2	9.56e-75	238
NP_932164	KAN1671510.1	39.3	1.80e-65	213
NP_001116105	KAN1690989.1	51.4	0.0	1442
NP_000775	KAN1694192.1	26.9	1.53e-22	99.8
NP_065956	KAN1678273.1	35.4	1.76e-41	145
NP_000173	KAN1687092.1	35.7	1.38e-28	116
NP_653337	KAN1685470.1	36.3	2.11e-75	240
NP_001077415	KAN1685470.1	33.9	1.24e-14	73.2
NP_002444	KAN1671049.1	42.3	8.03e-119	373
NP_001005369	KAN1671049.1	42.3	8.03e-119	373
NP_001002755	KAN1674409.1	54.0	2.94e-66	206
NP_056515	KAN1674409.1	54.0	1.26e-66	206
NP_001002756	KAN1674409.1	53.5	3.88e-34	118
NP_006627	KAN1671588.1	39.9	1.36e-60	208
NP_001853	KAN1685500.1	41.8	5.65e-13	60.8
NP_660200	KAN1686982.1	28.9	7.37e-30	117
NP_660199	KAN1686982.1	28.9	7.37e-30	117
NP_660198	KAN1686982.1	28.9	7.37e-30	117
NP_057013	KAN1686982.1	28.9	7.37e-30	117
NP_001191759	KAN1686982.1	28.9	7.37e-30	117
NP_001171514	KAN1685835.1	57.6	1.07e-27	95.9
NP_001171513	KAN1685835.1	57.6	2.44e-28	97.8
NP_001269562	KAN1685835.1	57.6	2.44e-28	97.8
NP_065438	KAN1685835.1	57.6	2.44e-28	97.8
NP_001269565	KAN1685835.1	67.8	1.75e-24	86.3
NP_001171512	KAN1685835.1	57.6	1.22e-27	97.1
NP_001171488	KAN1685835.1	57.6	2.34e-27	97.1
NP_001269563	KAN1685835.1	57.6	2.44e-28	97.8
NP_001269564	KAN1685835.1	57.6	2.44e-28	97.8
NP_001073332	KAN1685835.1	57.6	3.76e-28	96.7
NP_001073331	KAN1685835.1	57.6	5.13e-28	96.3
NP_003696	KAN1675319.1	38.2	3.31e-103	338
NP_002601	KAN1683166.1	40.4	1.25e-56	192
NP_001265478	KAN1683166.1	33.9	2.15e-67	221
NP_071748	KAN1677733.1	31.0	5.42e-34	127
NP_002148	KAN1683120.1	48.1	2.38e-26	92.8
NP_002147	KAN1671557.1	56.3	3.11e-208	592
NP_955472	KAN1671557.1	56.3	3.11e-208	592
NP_001129511	KAN1675711.1	39.3	1.00e-25	107
NP_068596	KAN1675711.1	39.3	6.16e-26	107
NP_001135827	KAN1675711.1	39.3	6.16e-26	107
NP_001186913	KAN1672377.1	54.8	5.43e-233	662
NP_001186911	KAN1672377.1	55.3	6.25e-230	649
NP_004997	KAN1672377.1	54.8	3.33e-233	662
NP_001186912	KAN1672377.1	54.8	4.41e-234	662
NP_001186910	KAN1672377.1	54.8	6.58e-234	662
NP_001599	KAN1692427.1	29.8	2.98e-50	174
NP_001866	KAN1690989.1	51.4	0.0	1442
NP_001116106	KAN1690989.1	53.8	0.0	1083
NP_072094	KAN1671101.1	33.3	2.47e-43	150
NP_004319	KAN1671401.1	49.4	1.72e-134	392
NP_001244271	KAN1671401.1	49.4	1.72e-134	392
NP_001073335	KAN1671401.1	49.4	1.72e-134	392
NP_001244272	KAN1671401.1	49.4	1.72e-134	392
NP_001244273	KAN1671401.1	49.4	1.72e-134	392
NP_005680	KAN1677777.1	49.1	7.62e-168	515
NP_001274178	KAN1674813.1	54.0	2.64e-136	412
NP_036277	KAN1679004.1	43.3	1.85e-57	180
NP_001158503	KAN1679004.1	39.3	8.38e-44	144
NP_689996	KAN1674813.1	50.8	2.60e-155	466
NP_036322	KAN1690470.1	45.8	8.53e-145	437
NP_001257293	KAN1690470.1	45.8	1.11e-144	437
NP_001257294	KAN1690470.1	45.8	5.28e-146	437
NP_002003	KAN1675349.1	42.9	7.30e-22	85.5
NP_001159715	KAN1675349.1	42.9	7.30e-22	85.5
NP_065142	KAN1681191.1	52.1	6.67e-10	57.4
NP_001091972	KAN1677904.1	58.1	2.53e-23	90.9
NP_653237	KAN1677904.1	58.1	3.86e-23	90.9
NP_056155	KAN1677540.1	19.9	1.50e-07	54.3
NP_060867	KAN1671936.1	33.4	1.78e-78	258
NP_775742	KAN1681580.1	50.4	3.03e-75	229
NP_001158268	KAN1681580.1	47.5	8.12e-42	140
NP_001171070	KAN1674698.1	50.8	6.31e-120	355
NP_003839	KAN1674698.1	49.8	5.46e-127	372
NP_000088	KAN1692566.1	50.7	2.29e-114	338
NP_955452	KAN1690939.1	27.7	5.20e-33	140
NP_009139	KAN1671380.1	45.0	7.94e-54	178
NP_001186976	KAN1678066.1	40.0	1.61e-08	51.2
NP_001957	KAN1687092.1	37.0	1.26e-28	116
NP_570847	KAN1678547.1	30.1	2.59e-27	118
NP_570850	KAN1678547.1	30.1	2.78e-27	118
NP_570844	KAN1678547.1	30.1	2.30e-27	118
NP_570848	KAN1678547.1	30.1	2.59e-27	118
NP_570849	KAN1678547.1	30.1	2.69e-27	118
NP_056375	KAN1678547.1	30.1	2.49e-27	118
NP_570845	KAN1678547.1	30.1	2.39e-27	118
NP_570846	KAN1678547.1	30.1	2.50e-27	118
NP_058434	KAN1671398.1	39.4	7.90e-36	132
NP_058213	KAN1671398.1	39.4	2.57e-55	186
NP_058436	KAN1671398.1	41.1	2.33e-24	97.1
NP_058212	KAN1671398.1	39.6	2.98e-57	188
NP_058214	KAN1671398.1	39.4	5.15e-55	185
NP_002533	KAN1671398.1	40.3	5.51e-61	198
NP_058437	KAN1671398.1	39.2	5.90e-56	186
NP_058438	KAN1671398.1	39.4	4.30e-56	185
NP_001271330	KAN1681178.1	36.8	9.16e-58	191
NP_620162	KAN1681178.1	38.1	1.72e-49	168
NP_001123882	KAN1674927.1	34.9	3.65e-59	194
NP_001598	KAN1692329.1	56.7	1.02e-138	402
NP_060345	KAN1692436.1	33.9	1.10e-17	79.0
NP_619520	KAN1675365.1	33.2	5.37e-102	352
NP_055781	KAN1675365.1	33.2	2.94e-102	352
NP_003356	KAN1681483.1	46.4	4.01e-121	385
NP_000378	KAN1675114.1	48.6	8.18e-88	263
NP_958799	KAN1685795.1	46.6	2.75e-11	55.5
NP_000572	KAN1685795.1	31.9	4.42e-18	76.6
NP_001158184	KAN1685519.1	44.9	1.40e-97	295
NP_000472	KAN1685519.1	45.1	3.72e-105	315
NP_001158183	KAN1685519.1	43.8	1.21e-78	245
NP_001158182	KAN1685519.1	40.9	8.19e-83	256
NP_954635	KAN1687459.1	49.0	9.13e-131	399
NP_000679	KAN1687459.1	49.0	9.13e-131	399
NP_808881	KAN1677410.1	26.8	1.74e-25	110
NP_001166939	KAN1687181.1	62.5	2.48e-143	409
NP_000916	KAN1687181.1	66.5	9.14e-158	446
NP_064587	KAN1671213.1	56.5	7.36e-104	303
NP_055635	KAN1691079.1	30.4	1.18e-37	144
NP_054768	KAN1671538.1	36.1	6.86e-61	208
NP_115545	KAN1687443.1	47.8	1.13e-113	351
NP_001098117	KAN1682780.1	41.4	8.44e-59	188
NP_060625	KAN1682780.1	41.0	4.05e-56	181
NP_079272	KAN1690845.1	55.8	2.43e-262	762
NP_001177162	KAN1685848.1	60.9	6.88e-22	85.9
NP_660304	KAN1685848.1	44.5	1.25e-21	86.3
NP_064551	KAN1675523.1	45.5	1.81e-181	557
NP_036450	KAN1671646.1	37.9	7.39e-84	278
NP_068746	KAN1671476.1	51.8	2.65e-202	580
NP_001138450	KAN1671588.1	43.1	7.81e-63	214
NP_789843	KAN1675269.1	43.5	4.57e-20	83.2
NP_789842	KAN1675269.1	48.8	2.85e-38	133
NP_008834	KAN1675269.1	42.1	4.08e-60	192
NP_789845	KAN1675269.1	44.4	7.82e-74	228
NP_001171634	KAN1678215.1	34.6	1.53e-47	161
NP_005318	KAN1678215.1	36.2	1.32e-51	171
NP_001273641	KAN1671094.1	42.6	1.23e-125	382
NP_001273637	KAN1671094.1	39.9	2.69e-140	426
NP_001273640	KAN1671094.1	38.0	3.93e-129	395
NP_001986	KAN1671094.1	39.9	2.69e-140	426
NP_056991	KAN1675692.1	44.4	3.49e-113	343
NP_006850	KAN1674840.1	55.6	1.63e-137	396
NP_001265520	KAN1674840.1	47.2	1.47e-25	98.6
NP_919433	KAN1674840.1	56.9	1.91e-115	338
NP_001265519	KAN1674840.1	48.5	4.24e-111	327
NP_056512	KAN1685249.1	33.3	6.09e-42	149
NP_057151	KAN1687245.1	45.5	2.02e-09	52.4
NP_689755	KAN1678020.1	31.8	2.97e-06	47.8
NP_005381	KAN1671770.1	51.0	2.40e-119	350
NP_112581	KAN1675012.1	53.2	4.90e-92	275
NP_068605	KAN1690183.1	34.4	1.44e-44	152
NP_004555	KAN1686957.1	38.1	2.11e-105	330
NP_001268666	KAN1672217.1	49.4	8.53e-203	578
NP_004444	KAN1672217.1	49.1	2.28e-202	579
NP_001268667	KAN1672217.1	49.3	5.88e-202	576
NP_116172	KAN1687507.1	28.6	3.19e-18	79.7
NP_872603	KAN1685964.1	41.8	6.36e-76	238
NP_057312	KAN1685964.1	41.8	6.36e-76	238
NP_001273612	KAN1685964.1	41.8	6.36e-76	238
NP_001273611	KAN1685964.1	41.8	7.15e-76	238
NP_001273639	KAN1671094.1	39.8	5.34e-140	425
NP_001142	KAN1675012.1	54.6	1.78e-95	283
NP_000427	KAN1671035.1	51.5	2.54e-169	488
NP_036475	KAN1671367.1	51.7	0.0	962
NP_892022	KAN1671367.1	51.7	0.0	962
NP_002486	KAN1681050.1	38.2	3.22e-28	102
NP_071415	KAN1687034.1	57.4	6.70e-205	581
NP_733781	KAN1687213.1	40.6	9.67e-79	261
NP_733792	KAN1690845.1	32.1	1.53e-91	310
NP_115756	KAN1690845.1	34.2	2.21e-105	350
NP_001268231	KAN1690845.1	34.2	4.88e-105	350
NP_056071	KAN1671094.1	41.0	8.17e-143	433
NP_001009185	KAN1671094.1	40.5	8.17e-143	433
NP_001192176	KAN1671094.1	41.0	2.82e-143	433
NP_001192177	KAN1671094.1	41.0	3.83e-143	433
NP_001192179	KAN1671094.1	40.5	5.35e-143	433
NP_001192180	KAN1671094.1	38.5	2.05e-126	387
NP_004159	KAN1671650.1	65.5	4.97e-306	845
NP_001180384	KAN1692589.1	34.9	3.09e-108	343
NP_060225	KAN1692589.1	36.6	1.89e-123	384
NP_071413	KAN1681258.1	48.0	4.39e-59	192
NP_001161067	KAN1685335.1	43.9	1.36e-88	272
NP_976316	KAN1685335.1	55.1	1.92e-38	135
NP_055139	KAN1685335.1	43.9	9.21e-89	272
NP_114106	KAN1685291.1	28.9	1.46e-44	162
NP_065777	KAN1681264.1	40.3	2.70e-155	464
NP_000405	KAN1685561.1	52.5	2.29e-87	286
NP_001186220	KAN1685561.1	51.2	3.30e-73	248
NP_001186221	KAN1685561.1	48.6	2.01e-76	256
NP_001173	KAN1672052.1	52.2	3.63e-187	535
NP_001188306	KAN1672052.1	52.2	1.32e-187	535
NP_001189333	KAN1672052.1	47.2	1.17e-157	458
NP_003365	KAN1681310.1	33.6	1.99e-52	172
NP_660325	KAN1678293.1	35.9	7.76e-19	79.7
NP_004125	KAN1678099.1	65.4	4.62e-280	781
NP_001265661	KAN1692816.1	44.2	4.61e-92	285
NP_001265660	KAN1692816.1	46.5	2.55e-134	399
NP_036340	KAN1692816.1	46.3	1.48e-137	408
NP_060342	KAN1685447.1	40.0	4.11e-65	203
NP_037369	KAN1674605.1	34.3	2.80e-25	97.4
NP_001026847	KAN1671859.1	39.9	2.28e-32	115
NP_001258757	KAN1674605.1	34.3	5.74e-25	96.3
NP_570137	KAN1671859.1	39.9	2.28e-32	115
NP_006558	KAN1671586.1	43.4	1.00e-112	338
NP_001071	KAN1686921.1	51.7	5.79e-159	461
NP_733936	KAN1686921.1	50.3	1.34e-155	452
NP_036255	KAN1691071.1	44.0	3.79e-150	447
NP_001116698	KAN1691071.1	41.2	3.90e-142	428
NP_598400	KAN1691071.1	42.2	2.83e-144	433
NP_000047	KAN1671894.1	58.3	3.92e-136	394
NP_898871	KAN1671894.1	58.3	3.92e-136	394
NP_060762	KAN1678651.1	36.1	1.25e-87	278
NP_660358	KAN1687031.1	43.3	1.11e-107	328
NP_001229696	KAN1671588.1	50.7	3.37e-307	874
NP_056255	KAN1671588.1	50.7	7.10e-309	878
NP_001229697	KAN1671588.1	50.7	3.32e-308	874
NP_996667	KAN1671633.1	35.2	2.79e-24	99.8
NP_001159482	KAN1671633.1	35.2	1.86e-24	99.8
NP_006108	KAN1671633.1	35.2	1.86e-24	99.8
NP_065175	KAN1685677.1	46.8	2.64e-248	726
NP_001161206	KAN1685677.1	46.8	6.78e-248	726
NP_001161205	KAN1685677.1	48.4	2.03e-226	665
NP_055049	KAN1681539.1	35.9	5.65e-38	132
NP_005934	KAN1675324.1	53.9	1.43e-82	251
NP_001068566	KAN1675324.1	53.9	1.43e-82	251
NP_057034	KAN1675638.1	35.4	3.33e-14	71.2
NP_065796	KAN1671325.1	38.3	8.18e-198	593
NP_001190981	KAN1688671.1	23.3	4.25e-09	54.7
NP_004268	KAN1690183.1	33.4	8.66e-44	151
NP_001190980	KAN1690183.1	33.8	8.04e-41	142
NP_064716	KAN1682711.1	37.5	2.46e-112	354
NP_059117	KAN1678832.1	33.3	4.12e-43	151
NP_116119	KAN1671070.1	30.5	3.08e-30	118
NP_061914	KAN1679030.1	37.6	2.53e-28	111
NP_001107656	KAN1679030.1	37.6	2.74e-29	111
NP_116250	KAN1690204.1	25.5	5.44e-08	54.7
NP_001019637	KAN1671794.1	41.3	6.48e-47	151
NP_001019636	KAN1674625.1	53.0	1.67e-73	220
NP_000627	KAN1674625.1	53.0	1.67e-73	220
NP_057182	KAN1674976.1	52.3	5.22e-36	119
NP_001257808	KAN1674976.1	44.7	1.23e-08	47.0
NP_064695	KAN1682714.1	42.0	2.20e-62	199
NP_001180242	KAN1681484.1	37.9	4.51e-86	274
NP_079004	KAN1681484.1	34.1	2.23e-57	197
NP_001180240	KAN1681484.1	36.2	2.56e-81	262
NP_001180241	KAN1681484.1	36.7	3.32e-67	223
NP_683682	KAN1678420.1	26.1	1.04e-08	56.6
NP_689953	KAN1671130.1	40.4	1.50e-62	200
NP_002038	KAN1690511.1	48.3	2.79e-205	593
NP_001158508	KAN1681483.1	50.3	4.08e-320	926
NP_002532	KAN1681483.1	50.7	0.0	936
NP_001003941	KAN1681483.1	46.1	2.68e-91	300
NP_057170	KAN1680837.1	30.7	1.41e-10	58.5
NP_001153682	KAN1675319.1	37.0	2.19e-101	333
NP_055066	KAN1675319.1	37.2	3.00e-102	336
NP_056538	KAN1692196.1	31.5	7.83e-26	111
NP_001242937	KAN1692196.1	31.5	7.83e-26	111
NP_001242936	KAN1692196.1	31.5	7.83e-26	111
NP_001242939	KAN1692196.1	31.5	5.73e-26	111
NP_001242938	KAN1692196.1	38.5	3.63e-14	74.7
NP_001242940	KAN1692196.1	31.5	5.73e-26	111
NP_005754	KAN1690963.1	28.3	4.98e-107	351
NP_055205	KAN1677893.1	34.4	2.39e-141	442
NP_443085	KAN1675221.1	31.1	2.27e-74	250
NP_009119	KAN1678119.1	35.2	1.69e-97	313
NP_001269222	KAN1678119.1	35.1	4.78e-98	312
NP_001269221	KAN1678119.1	35.1	4.42e-84	277
NP_001269220	KAN1678119.1	35.2	2.56e-97	313
NP_061820	KAN1685903.1	63.7	4.62e-46	142
NP_001189398	KAN1675326.1	43.0	3.51e-35	125
NP_001474	KAN1675326.1	38.2	2.62e-48	161
NP_683711	KAN1685307.1	38.4	4.75e-30	114
NP_001138836	KAN1685307.1	46.1	3.38e-19	84.0
NP_683710	KAN1685307.1	38.4	5.55e-30	114
NP_110425	KAN1678420.1	26.1	1.09e-08	56.6
NP_001268370	KAN1678420.1	26.7	1.26e-06	49.3
NP_005909	KAN1694167.1	55.4	8.54e-113	330
NP_001269332	KAN1694167.1	48.2	2.20e-86	261
NP_001269333	KAN1694167.1	52.2	3.30e-70	217
NP_001137407	KAN1670799.1	25.8	3.26e-40	156
NP_066974	KAN1670799.1	26.6	7.54e-44	166
NP_061331	KAN1674915.1	36.2	1.28e-53	178
NP_149098	KAN1672120.1	27.4	2.80e-17	82.8
NP_001036182	KAN1672120.1	36.0	5.03e-08	53.1
NP_002603	KAN1683166.1	41.4	5.15e-55	187
NP_064571	KAN1692396.1	41.1	1.98e-14	63.9
NP_057152	KAN1678933.1	35.9	1.94e-21	83.6
NP_004270	KAN1681483.1	54.6	5.10e-145	449
NP_000099	KAN1690215.1	60.4	6.39e-201	567
NP_001276679	KAN1690215.1	59.5	2.08e-163	468
NP_001276680	KAN1690215.1	56.4	1.31e-179	512
NP_001276681	KAN1690215.1	56.0	4.23e-179	509
NP_001653	KAN1687104.1	81.1	1.42e-105	299
NP_001182031	KAN1671005.1	53.9	1.74e-152	442
NP_000628	KAN1671005.1	53.8	4.67e-160	462
NP_001182033	KAN1671005.1	48.5	2.36e-133	391
NP_001182032	KAN1671005.1	50.4	2.48e-143	417
NP_054894	KAN1671171.1	33.2	1.32e-22	92.8
NP_653251	KAN1694324.1	48.6	4.09e-141	412
NP_057111	KAN1670929.1	37.7	4.44e-58	188
NP_001245376	KAN1677967.1	42.3	1.68e-139	422
NP_001245375	KAN1677967.1	42.3	1.68e-139	422
NP_057696	KAN1679136.1	44.7	1.19e-81	249
NP_009129	KAN1686005.1	39.4	1.28e-46	156
NP_001186589	KAN1671646.1	43.0	3.18e-39	144
NP_001186588	KAN1671646.1	42.9	9.65e-61	207
NP_653253	KAN1671646.1	33.7	4.17e-37	141
NP_001273716	KAN1671646.1	43.0	3.18e-39	144
NP_001273748	KAN1671646.1	42.9	3.19e-60	207
NP_001273750	KAN1671646.1	40.4	1.00e-06	46.6
NP_005653	KAN1681310.1	35.9	3.21e-54	176
NP_001129166	KAN1681310.1	35.8	1.46e-52	172
NP_001266287	KAN1674496.1	42.0	2.28e-49	160
NP_006321	KAN1674496.1	42.2	4.05e-51	165
NP_001266289	KAN1674496.1	38.5	1.86e-29	107
NP_001266288	KAN1674496.1	39.7	5.32e-34	119
NP_001266286	KAN1674496.1	37.9	6.61e-39	133
NP_001266285	KAN1674496.1	42.5	8.77e-30	108
NP_001350	KAN1670815.1	27.5	8.88e-17	78.2
NP_001155251	KAN1687050.1	30.8	1.09e-43	162
NP_060914	KAN1687050.1	30.8	7.30e-44	162
NP_001155253	KAN1687050.1	30.8	7.30e-44	162
NP_001155252	KAN1687050.1	30.8	1.09e-43	162
NP_005827	KAN1687232.1	32.0	6.81e-08	48.9
NP_110407	KAN1692466.1	38.6	6.33e-47	159
NP_054797	KAN1686833.1	39.7	2.95e-28	102
NP_000488	KAN1686733.1	23.2	1.71e-14	74.7
NP_000489	KAN1686733.1	23.7	2.52e-17	83.6
NP_443195	KAN1677967.1	43.4	1.38e-161	483
NP_001907	KAN1679113.1	62.1	5.10e-112	328
NP_777582	KAN1690856.1	31.5	1.89e-49	178
NP_001186782	KAN1670940.1	47.2	2.50e-34	119
NP_001186784	KAN1670940.1	47.2	2.50e-34	119
NP_001186781	KAN1670940.1	47.1	5.83e-32	114
NP_001186785	KAN1670940.1	47.2	2.50e-34	119
NP_057366	KAN1670940.1	44.0	4.58e-56	178
NP_000161	KAN1675238.1	53.3	0.0	1014
NP_001155178	KAN1674731.1	53.9	5.04e-14	65.5
NP_001689	KAN1687092.1	50.6	1.09e-71	224
NP_001182751	KAN1685628.1	38.1	5.08e-13	64.3
NP_115679	KAN1690657.1	33.8	2.64e-15	73.9
NP_000746	KAN1670799.1	28.6	3.49e-61	216
NP_001244292	KAN1670799.1	28.7	5.92e-61	215
NP_036335	KAN1675677.1	41.3	1.78e-75	235
NP_219480	KAN1688616.1	24.5	1.86e-13	68.2
NP_000683	KAN1690470.1	52.0	2.50e-168	484
NP_000135	KAN1674731.1	47.9	7.34e-25	95.1
NP_852090	KAN1674731.1	53.9	6.40e-14	65.9
NP_060809	KAN1687454.1	42.9	1.08e-37	126
NP_112202	KAN1674468.1	53.1	2.70e-37	124
NP_056284	KAN1675326.1	24.0	2.30e-13	67.0
NP_001002913	KAN1677419.1	36.3	8.77e-19	79.3
NP_004948	KAN1675191.1	37.9	2.93e-99	310
NP_001275732	KAN1675191.1	35.6	5.98e-86	274
NP_001018088	KAN1675191.1	37.9	5.92e-98	305
