gene_id	protein_id	ontology	term_id	term_name
AAD021_000068	KAN1670729.1	GO_CC	GO:0000242	pericentriolar material
AAD021_000068	KAN1670729.1	GO_CC	GO:0048471	perinuclear region of cytoplasm
AAD021_000068	KAN1670729.1	GO_CC	GO:0000922	spindle pole
AAD021_000068	KAN1670729.1	GO_MF	GO:0005516	calmodulin binding
AAD021_000068	KAN1670729.1	GO_MF	GO:0043015	gamma-tubulin binding
AAD021_000068	KAN1670729.1	GO_MF	GO:0008017	microtubule binding
AAD021_000068	KAN1670729.1	GO_MF	GO:0019901	protein kinase binding
AAD021_000068	KAN1670729.1	GO_MF	GO:0044877	protein-containing complex binding
AAD021_000068	KAN1670729.1	GO_MF	GO:0000976	transcription cis-regulatory region binding
AAD021_000068	KAN1670729.1	GO_MF	GO:0015631	tubulin binding
AAD021_000068	KAN1670729.1	GO_BP	GO:0007420	brain development
AAD021_000068	KAN1670729.1	GO_BP	GO:0007099	centriole replication
AAD021_000068	KAN1670729.1	GO_BP	GO:0007098	centrosome cycle
AAD021_000068	KAN1670729.1	GO_BP	GO:0007059	chromosome segregation
AAD021_000068	KAN1670729.1	GO_BP	GO:0000132	establishment of mitotic spindle orientation
AAD021_000068	KAN1670729.1	GO_BP	GO:0001578	microtubule bundle formation
AAD021_000068	KAN1670729.1	GO_BP	GO:0000226	microtubule cytoskeleton organization
AAD021_000068	KAN1670729.1	GO_BP	GO:0031023	microtubule organizing center organization
AAD021_000068	KAN1670729.1	GO_BP	GO:0046600	negative regulation of centriole replication
AAD021_000068	KAN1670729.1	GO_BP	GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity
AAD021_000068	KAN1670729.1	GO_BP	GO:0045665	negative regulation of neuron differentiation
AAD021_000068	KAN1670729.1	GO_BP	GO:0022008	neurogenesis
AAD021_000068	KAN1670729.1	GO_BP	GO:0045893	positive regulation of DNA-templated transcription
AAD021_000068	KAN1670729.1	GO_BP	GO:0031116	positive regulation of microtubule polymerization
AAD021_000068	KAN1670729.1	GO_BP	GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint
AAD021_000070	KAN1670731.1	GO_CC	GO:0071013	catalytic step 2 spliceosome
AAD021_000070	KAN1670731.1	GO_CC	GO:0000776	kinetochore
AAD021_000070	KAN1670731.1	GO_CC	GO:0016607	nuclear speck
AAD021_000070	KAN1670731.1	GO_CC	GO:0005654	nucleoplasm
AAD021_000070	KAN1670731.1	GO_CC	GO:0005634	nucleus
AAD021_000070	KAN1670731.1	GO_MF	GO:0005524	ATP binding
AAD021_000070	KAN1670731.1	GO_MF	GO:0106310	protein serine kinase activity
AAD021_000070	KAN1670731.1	GO_MF	GO:0004674	protein serine/threonine kinase activity
AAD021_000070	KAN1670731.1	GO_MF	GO:0003723	RNA binding
AAD021_000070	KAN1670731.1	GO_BP	GO:0045292	mRNA cis splicing, via spliceosome
AAD021_000070	KAN1670731.1	GO_BP	GO:0000398	mRNA splicing, via spliceosome
AAD021_000070	KAN1670731.1	GO_BP	GO:0035332	positive regulation of hippo signaling
AAD021_000070	KAN1670731.1	GO_BP	GO:0046827	positive regulation of protein export from nucleus
AAD021_000070	KAN1670731.1	GO_BP	GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint
AAD021_000070	KAN1670731.1	GO_BP	GO:0000387	spliceosomal snRNP assembly
AAD021_000070	KAN1670731.1	GO_BP	GO:0000244	spliceosomal tri-snRNP complex assembly
AAD021_000070	KAN1670731.1	GO_BP	GO:0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
AAD021_000071	KAN1670732.1	GO_CC	GO:0016020	membrane
AAD021_000071	KAN1670732.1	GO_MF	GO:0005524	ATP binding
AAD021_000071	KAN1670732.1	GO_MF	GO:0000155	phosphorelay sensor kinase activity
AAD021_000071	KAN1670732.1	GO_MF	GO:0004673	protein histidine kinase activity
AAD021_000071	KAN1670732.1	GO_BP	GO:0071474	cellular hyperosmotic response
AAD021_000072	KAN1670733.1	GO_CC	GO:0005783	endoplasmic reticulum
AAD021_000072	KAN1670733.1	GO_CC	GO:0005789	endoplasmic reticulum membrane
AAD021_000072	KAN1670733.1	GO_MF	GO:0000254	C-4 methylsterol oxidase activity
AAD021_000072	KAN1670733.1	GO_MF	GO:0005506	iron ion binding
AAD021_000072	KAN1670733.1	GO_BP	GO:0006696	ergosterol biosynthetic process
AAD021_000077	KAN1670738.1	GO_CC	GO:0005759	mitochondrial matrix
AAD021_000077	KAN1670738.1	GO_CC	GO:0005739	mitochondrion
AAD021_000077	KAN1670738.1	GO_MF	GO:0004741	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase activity
AAD021_000077	KAN1670738.1	GO_MF	GO:0046872	metal ion binding
AAD021_000077	KAN1670738.1	GO_BP	GO:0006086	pyruvate decarboxylation to acetyl-CoA
AAD021_000077	KAN1670738.1	KEGG	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
AAD021_000082	KAN1670743.1	GO_CC	GO:0005794	Golgi apparatus
AAD021_000082	KAN1670743.1	GO_CC	GO:0005886	plasma membrane
AAD021_000082	KAN1670743.1	GO_MF	GO:0008519	ammonium channel activity
AAD021_000082	KAN1670743.1	GO_BP	GO:0140157	ammonium import across plasma membrane
AAD021_000082	KAN1670743.1	GO_BP	GO:0072488	ammonium transmembrane transport
AAD021_000083	KAN1670744.1	GO_MF	GO:0010181	FMN binding
AAD021_000083	KAN1670744.1	GO_MF	GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
AAD021_000084	KAN1670745.1	GO_CC	GO:0005739	mitochondrion
AAD021_000084	KAN1670745.1	GO_MF	GO:0008775	acetate CoA-transferase activity
AAD021_000084	KAN1670745.1	GO_MF	GO:0003986	acetyl-CoA hydrolase activity
AAD021_000084	KAN1670745.1	GO_BP	GO:0006083	acetate metabolic process
AAD021_000084	KAN1670745.1	KEGG	map00620	Pyruvate metabolism
AAD021_000084	KAN1670745.1	KEGG	map01100	Metabolic pathways
AAD021_000090	KAN1670751.1	GO_CC	GO:0005576	extracellular region
AAD021_000090	KAN1670751.1	GO_MF	GO:0004558	alpha-1,4-glucosidase activity
AAD021_000090	KAN1670751.1	GO_MF	GO:0008422	beta-glucosidase activity
AAD021_000090	KAN1670751.1	GO_MF	GO:0030246	carbohydrate binding
AAD021_000090	KAN1670751.1	GO_BP	GO:0071555	cell wall organization
AAD021_000090	KAN1670751.1	GO_BP	GO:0000272	polysaccharide catabolic process
AAD021_000091	KAN1670752.1	GO_CC	GO:0016020	membrane
AAD021_000091	KAN1670752.1	GO_MF	GO:0050660	flavin adenine dinucleotide binding
AAD021_000091	KAN1670752.1	GO_MF	GO:0004499	N,N-dimethylaniline monooxygenase activity
AAD021_000091	KAN1670752.1	GO_MF	GO:0050661	NADP binding
AAD021_000094	KAN1670755.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_000095	KAN1670756.1	GO_CC	GO:0016020	membrane
AAD021_000095	KAN1670756.1	GO_MF	GO:0050660	flavin adenine dinucleotide binding
AAD021_000095	KAN1670756.1	GO_MF	GO:0004499	N,N-dimethylaniline monooxygenase activity
AAD021_000095	KAN1670756.1	GO_MF	GO:0050661	NADP binding
AAD021_000096	KAN1670757.1	GO_CC	GO:0005737	cytoplasm
AAD021_000096	KAN1670757.1	GO_MF	GO:0004022	alcohol dehydrogenase (NAD+) activity
AAD021_000096	KAN1670757.1	GO_MF	GO:0008270	zinc ion binding
AAD021_000096	KAN1670757.1	KEGG	map00620	Pyruvate metabolism
AAD021_000096	KAN1670757.1	KEGG	map00980	Metabolism of xenobiotics by cytochrome P450
AAD021_000096	KAN1670757.1	KEGG	map01100	Metabolic pathways
AAD021_000096	KAN1670757.1	KEGG	map00260	Glycine, serine and threonine metabolism
AAD021_000096	KAN1670757.1	KEGG	map00670	One carbon pool by folate
AAD021_000096	KAN1670757.1	KEGG	map00982	Drug metabolism - cytochrome P450
AAD021_000096	KAN1670757.1	KEGG	map00830	Retinol metabolism
AAD021_000096	KAN1670757.1	KEGG	map01120	Microbial metabolism in diverse environments
AAD021_000096	KAN1670757.1	KEGG	map00592	alpha-Linolenic acid metabolism
AAD021_000096	KAN1670757.1	KEGG	map00626	Naphthalene degradation
AAD021_000096	KAN1670757.1	KEGG	map00010	Glycolysis / Gluconeogenesis
AAD021_000096	KAN1670757.1	KEGG	map01110	Biosynthesis of secondary metabolites
AAD021_000096	KAN1670757.1	KEGG	map00625	Chloroalkane and chloroalkene degradation
AAD021_000096	KAN1670757.1	KEGG	map00350	Tyrosine metabolism
AAD021_000096	KAN1670757.1	KEGG	map00071	Fatty acid degradation
AAD021_000099	KAN1670760.1	GO_CC	GO:0005829	cytosol
AAD021_000099	KAN1670760.1	GO_MF	GO:0004676	3-phosphoinositide-dependent protein kinase activity
AAD021_000099	KAN1670760.1	GO_MF	GO:0005524	ATP binding
AAD021_000099	KAN1670760.1	GO_MF	GO:0030295	protein kinase activator activity
AAD021_000099	KAN1670760.1	GO_MF	GO:0004672	protein kinase activity
AAD021_000099	KAN1670760.1	GO_MF	GO:0106310	protein serine kinase activity
AAD021_000099	KAN1670760.1	GO_MF	GO:0004674	protein serine/threonine kinase activity
AAD021_000099	KAN1670760.1	GO_BP	GO:0043327	chemotaxis to cAMP
AAD021_000099	KAN1670760.1	GO_BP	GO:0035556	intracellular signal transduction
AAD021_000099	KAN1670760.1	GO_BP	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
AAD021_000099	KAN1670760.1	GO_BP	GO:0030587	sorocarp development
AAD021_000107	KAN1670768.1	GO_CC	GO:0005737	cytoplasm
AAD021_000107	KAN1670768.1	GO_MF	GO:0005525	GTP binding
AAD021_000107	KAN1670768.1	GO_MF	GO:0003924	GTPase activity
AAD021_000107	KAN1670768.1	GO_MF	GO:0046872	metal ion binding
AAD021_000109	KAN1670770.1	GO_MF	GO:0000166	nucleotide binding
AAD021_000109	KAN1670770.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_000110	KAN1670771.1	GO_MF	GO:0050112	inositol 2-dehydrogenase (NAD+) activity
AAD021_000110	KAN1670771.1	GO_MF	GO:0000166	nucleotide binding
AAD021_000110	KAN1670771.1	GO_BP	GO:0019310	inositol catabolic process
AAD021_000112	KAN1670773.1	GO_CC	GO:0005576	extracellular region
AAD021_000112	KAN1670773.1	GO_MF	GO:0046872	metal ion binding
AAD021_000112	KAN1670773.1	GO_MF	GO:0004497	monooxygenase activity
AAD021_000113	KAN1670774.1	GO_CC	GO:0005743	mitochondrial inner membrane
AAD021_000113	KAN1670774.1	GO_CC	GO:0005739	mitochondrion
AAD021_000113	KAN1670774.1	GO_MF	GO:0001409	guanine nucleotide transmembrane transporter activity
AAD021_000113	KAN1670774.1	GO_BP	GO:0001408	guanine nucleotide transport
AAD021_000113	KAN1670774.1	GO_BP	GO:0006879	intracellular iron ion homeostasis
AAD021_000113	KAN1670774.1	GO_BP	GO:0055085	transmembrane transport
AAD021_000114	KAN1670775.1	GO_MF	GO:0000166	nucleotide binding
AAD021_000114	KAN1670775.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_000119	KAN1670780.1	GO_MF	GO:0000166	nucleotide binding
AAD021_000119	KAN1670780.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_000128	KAN1670789.1	GO_MF	GO:0071949	FAD binding
AAD021_000128	KAN1670789.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_000129	KAN1670790.1	GO_CC	GO:0005829	cytosol
AAD021_000129	KAN1670790.1	GO_CC	GO:0005850	eukaryotic translation initiation factor 2 complex
AAD021_000129	KAN1670790.1	GO_MF	GO:0003729	mRNA binding
AAD021_000129	KAN1670790.1	GO_MF	GO:0043022	ribosome binding
AAD021_000129	KAN1670790.1	GO_MF	GO:0003743	translation initiation factor activity
AAD021_000129	KAN1670790.1	GO_MF	GO:0000049	tRNA binding
AAD021_000129	KAN1670790.1	GO_BP	GO:0002183	cytoplasmic translational initiation
AAD021_000129	KAN1670790.1	GO_BP	GO:0006417	regulation of translation
AAD021_000129	KAN1670790.1	GO_BP	GO:0006413	translational initiation
AAD021_000136	KAN1670797.1	GO_CC	GO:0032281	AMPA glutamate receptor complex
AAD021_000136	KAN1670797.1	GO_CC	GO:0005737	cytoplasm
AAD021_000136	KAN1670797.1	GO_CC	GO:0032839	dendrite cytoplasm
AAD021_000136	KAN1670797.1	GO_CC	GO:0005789	endoplasmic reticulum membrane
AAD021_000136	KAN1670797.1	GO_CC	GO:0016020	membrane
AAD021_000136	KAN1670797.1	GO_MF	GO:0004620	glycerophospholipase activity
AAD021_000136	KAN1670797.1	GO_MF	GO:0047372	monoacylglycerol lipase activity
AAD021_000136	KAN1670797.1	GO_MF	GO:0008474	palmitoyl-(protein) hydrolase activity
AAD021_000136	KAN1670797.1	GO_MF	GO:0004622	phosphatidylcholine lysophospholipase A1 activity
AAD021_000136	KAN1670797.1	GO_MF	GO:0120560	phosphatidylserine lysophospholipase A1 activity
AAD021_000136	KAN1670797.1	GO_BP	GO:0046464	acylglycerol catabolic process
AAD021_000136	KAN1670797.1	GO_BP	GO:0007628	adult walking behavior
AAD021_000136	KAN1670797.1	GO_BP	GO:0046475	glycerophospholipid catabolic process
AAD021_000136	KAN1670797.1	GO_BP	GO:0052651	monoacylglycerol catabolic process
AAD021_000136	KAN1670797.1	GO_BP	GO:0006660	phosphatidylserine catabolic process
AAD021_000136	KAN1670797.1	GO_BP	GO:0009395	phospholipid catabolic process
AAD021_000136	KAN1670797.1	GO_BP	GO:0002084	protein depalmitoylation
AAD021_000136	KAN1670797.1	GO_BP	GO:0050727	regulation of inflammatory response
AAD021_000136	KAN1670797.1	GO_BP	GO:0010996	response to auditory stimulus
AAD021_000138	KAN1670799.1	GO_CC	GO:0005743	mitochondrial inner membrane
AAD021_000138	KAN1670799.1	GO_CC	GO:0005739	mitochondrion
AAD021_000138	KAN1670799.1	GO_MF	GO:0004092	carnitine O-acetyltransferase activity
AAD021_000138	KAN1670799.1	GO_MF	GO:0004095	carnitine O-palmitoyltransferase activity
AAD021_000138	KAN1670799.1	GO_BP	GO:0009437	carnitine metabolic process
AAD021_000138	KAN1670799.1	GO_BP	GO:0006631	fatty acid metabolic process
AAD021_000140	KAN1670801.1	GO_CC	GO:0015935	small ribosomal subunit
AAD021_000140	KAN1670801.1	GO_MF	GO:0019843	rRNA binding
AAD021_000140	KAN1670801.1	GO_MF	GO:0003735	structural constituent of ribosome
AAD021_000140	KAN1670801.1	GO_MF	GO:0000049	tRNA binding
AAD021_000140	KAN1670801.1	GO_BP	GO:0006412	translation
AAD021_000149	KAN1670810.1	GO_CC	GO:0005737	cytoplasm
AAD021_000149	KAN1670810.1	GO_CC	GO:0005741	mitochondrial outer membrane
AAD021_000149	KAN1670810.1	GO_CC	GO:0005739	mitochondrion
AAD021_000149	KAN1670810.1	GO_BP	GO:0019216	regulation of lipid metabolic process
AAD021_000152	KAN1670813.1	GO_CC	GO:0005829	cytosol
AAD021_000152	KAN1670813.1	GO_MF	GO:0070403	NAD+ binding
AAD021_000152	KAN1670813.1	GO_MF	GO:0050661	NADP binding
AAD021_000152	KAN1670813.1	GO_MF	GO:0008977	prephenate dehydrogenase (NAD+) activity
AAD021_000152	KAN1670813.1	GO_MF	GO:0004665	prephenate dehydrogenase (NADP+) activity
AAD021_000152	KAN1670813.1	GO_BP	GO:0006571	L-tyrosine biosynthetic process
AAD021_000152	KAN1670813.1	KEGG	map01110	Biosynthesis of secondary metabolites
AAD021_000152	KAN1670813.1	KEGG	map01100	Metabolic pathways
AAD021_000152	KAN1670813.1	KEGG	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
AAD021_000153	KAN1670814.1	GO_CC	GO:0030479	actin cortical patch
AAD021_000153	KAN1670814.1	GO_CC	GO:0010008	endosome membrane
AAD021_000153	KAN1670814.1	GO_CC	GO:0005886	plasma membrane
AAD021_000153	KAN1670814.1	GO_MF	GO:0003779	actin binding
AAD021_000153	KAN1670814.1	GO_MF	GO:0005509	calcium ion binding
AAD021_000153	KAN1670814.1	GO_BP	GO:0006897	endocytosis
AAD021_000153	KAN1670814.1	GO_BP	GO:0016197	endosomal transport
AAD021_000154	KAN1670815.1	GO_CC	GO:0005829	cytosol
AAD021_000154	KAN1670815.1	GO_MF	GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
AAD021_000154	KAN1670815.1	GO_MF	GO:0008709	cholate 7-alpha-dehydrogenase (NAD+) activity
AAD021_000154	KAN1670815.1	KEGG	map00061	Fatty acid biosynthesis
AAD021_000154	KAN1670815.1	KEGG	map01100	Metabolic pathways
AAD021_000154	KAN1670815.1	KEGG	map00780	Biotin metabolism
AAD021_000160	KAN1670821.1	GO_CC	GO:0005759	mitochondrial matrix
AAD021_000160	KAN1670821.1	GO_CC	GO:0005739	mitochondrion
AAD021_000160	KAN1670821.1	GO_MF	GO:0005524	ATP binding
AAD021_000160	KAN1670821.1	GO_MF	GO:0004830	tryptophan-tRNA ligase activity
AAD021_000160	KAN1670821.1	GO_BP	GO:0070183	mitochondrial tryptophanyl-tRNA aminoacylation
AAD021_000160	KAN1670821.1	GO_BP	GO:0006436	tryptophanyl-tRNA aminoacylation
AAD021_000160	KAN1670821.1	KEGG	map00970	Aminoacyl-tRNA biosynthesis
AAD021_000161	KAN1670822.1	GO_CC	GO:0005737	cytoplasm
AAD021_000161	KAN1670822.1	GO_MF	GO:0051213	dioxygenase activity
AAD021_000172	KAN1670833.1	GO_CC	GO:0071944	cell periphery
AAD021_000172	KAN1670833.1	GO_CC	GO:0005615	extracellular space
AAD021_000172	KAN1670833.1	GO_CC	GO:0009277	fungal-type cell wall
AAD021_000172	KAN1670833.1	GO_CC	GO:0098552	side of membrane
