gene,tau,top_tissue,mean_Exuding mycelium,mean_Exudophore,mean_Fuzzy mycelium,mean_Nodule
AAD021_011663,0.14593174793547461,Fuzzy mycelium,11.889,13.753,14.064,10.392
AAD021_011668,0.5009326493037122,Exudophore,87.568,158.817,51.306,98.907
AAD021_011669,0.5497291507473673,Exudophore,99.303,208.683,62.269,120.32
AAD021_011678,0.5945746972000895,Exudophore,13.109,28.819,12.2,9.743
AAD021_011682,0.3301381739532229,Fuzzy mycelium,12.844,13.155,16.657,7.473
AAD021_011686,0.1093522633534096,Nodule,19.448,22.005,22.876,24.076
AAD021_011688,0.23893647845254964,Nodule,7.98,11.003,12.021,13.579
AAD021_011709,0.5463299998287531,Nodule,43.602,11.182,29.755,62.115
AAD021_011711,0.6030221519658164,Nodule,11.365,8.611,10.348,25.463
AAD021_011713,0.27321387426478666,Nodule,88.635,98.061,55.766,111.203
AAD021_011714,0.3629209499807957,Nodule,27.325,15.488,34.383,40.391
AAD021_011723,0.24361519436905968,Exuding mycelium,86.812,51.417,73.409,72.165
AAD021_011727,0.27098225199305676,Exudophore,13.797,17.398,14.749,9.504
AAD021_011733,0.334402422583248,Exudophore,9.778,14.292,8.285,10.477
AAD021_010859,0.37412222055888217,Fuzzy mycelium,17.815,8.611,20.642,12.333
AAD021_010894,0.6567636570996562,Exuding mycelium,18.342,1.375,6.698,10.813
AAD021_010899,0.835822780636193,Nodule,16.908,1.973,1.774,41.936
AAD021_010902,0.26415491540581937,Nodule,26.953,17.34,18.796,28.579
AAD021_010905,0.2039534700236608,Nodule,27.434,13.991,25.857,28.174
AAD021_010912,0.580631654697985,Nodule,97.693,160.139,44.533,240.333
AAD021_010915,0.4218903659830504,Exudophore,13.584,22.063,12.228,12.454
AAD021_010916,0.31826724648528515,Exuding mycelium,24.206,13.69,16.26,19.557
AAD021_010921,0.45855324615639365,Nodule,15.646,19.133,12.838,29.314
AAD021_010922,0.5871755082986961,Nodule,30.227,12.976,13.061,45.429
AAD021_010939,0.4551129370485694,Exuding mycelium,31.823,24.221,17.851,9.948
AAD021_010941,0.7181771673316706,Exuding mycelium,27.651,3.766,14.839,4.772
AAD021_010942,0.6233461275998587,Fuzzy mycelium,128.134,22.302,138.529,6.097
AAD021_010944,0.9588875212175022,Nodule,11.783,0.0,0.338,98.27
AAD021_010952,0.4100390439535328,Exudophore,9.934,24.634,16.061,17.604
AAD021_010974,0.4377728012062814,Nodule,33.14,39.704,34.501,63.643
AAD021_010982,0.4653095290903646,Exudophore,5.286,10.944,3.171,9.099
AAD021_010989,0.2941616307135303,Nodule,109.162,113.684,93.13,149.22
AAD021_011002,0.5631683955509491,Exuding mycelium,18.716,9.088,13.697,1.743
AAD021_011003,0.6335404973796019,Nodule,20.56,10.463,19.38,45.847
AAD021_011004,0.3988474760410132,Fuzzy mycelium,18.024,21.587,29.402,13.413
AAD021_011010,0.7118827691182754,Nodule,4.968,15.785,6.499,31.528
AAD021_011019,0.1720624123867124,Fuzzy mycelium,15.219,12.854,15.253,9.811
AAD021_011024,0.40323000641396556,Exudophore,5.76,14.468,13.224,6.917
AAD021_011028,0.30971133792232236,Exudophore,15.166,20.567,13.875,13.55
AAD021_011036,0.1968764890915097,Fuzzy mycelium,29.284,23.38,32.457,25.538
AAD021_011038,0.345088046571069,Exudophore,25.948,37.969,23.033,25.619
AAD021_011045,0.40110878281587464,Exudophore,35.419,66.482,60.232,23.797
AAD021_011046,0.6955006088217194,Exudophore,8.14,33.96,12.988,9.895
AAD021_011047,0.2788363952691578,Exudophore,22.043,37.489,28.63,30.433
AAD021_011059,0.6679114872149648,Nodule,30.022,19.376,35.94,85.658
AAD021_011063,0.25776898674103055,Nodule,92.862,73.669,50.763,97.586
AAD021_011074,0.06788655346464649,Exuding mycelium,19.612,17.34,19.173,18.328
AAD021_011090,0.34946037613324926,Exuding mycelium,28.906,10.167,20.005,26.241
AAD021_011091,0.6918612557834233,Exudophore,8.031,20.212,9.938,0.715
AAD021_011098,0.58786676123693,Exudophore,127.485,287.202,121.058,106.553
AAD021_011106,0.15757896499302457,Exuding mycelium,37.738,22.962,37.49,34.921
AAD021_011116,0.4861281384121828,Nodule,46.459,23.38,38.466,70.254
AAD021_011125,0.5797261419967247,Fuzzy mycelium,18.348,5.38,20.752,2.436
AAD021_011131,0.5257014332839643,Exuding mycelium,44.941,10.643,25.664,27.638
AAD021_011136,0.5831077106292674,Nodule,11.205,1.555,12.321,20.054
AAD021_011174,0.359008021362881,Exuding mycelium,22.354,6.337,19.724,16.925
AAD021_011202,0.41691184147307353,Exuding mycelium,15.962,5.861,13.044,9.016
AAD021_011208,0.7040985645529823,Exudophore,14.537,65.426,7.586,35.956
AAD021_011210,0.7156345721544365,Fuzzy mycelium,23.569,8.014,44.722,6.57
AAD021_011213,0.8683891918273465,Nodule,17.494,3.766,2.691,60.662
AAD021_011244,0.23060316216885657,Exudophore,26.105,33.192,28.921,21.586
AAD021_011248,0.95393734132651,Exudophore,8.459,87.373,1.421,2.194
AAD021_011253,0.8802781925445761,Exudophore,10.945,97.881,10.957,13.253
AAD021_011261,0.7734968865162785,Exudophore,6.131,20.508,4.659,3.146
AAD021_011262,0.7483173341793417,Exudophore,9.992,33.124,9.892,5.126
AAD021_011287,0.5755496115973795,Exuding mycelium,16.437,7.892,11.988,1.05
AAD021_010183,0.5022833421593166,Nodule,11.888,6.099,7.01,16.742
AAD021_010184,0.49006285847456477,Fuzzy mycelium,26.216,13.214,39.12,20.417
AAD021_010185,0.3932143901143852,Fuzzy mycelium,12.474,10.701,26.355,24.801
AAD021_010188,0.8258861790965263,Fuzzy mycelium,0.37,19.434,37.914,0.0
AAD021_010209,0.9493035573296603,Nodule,4.598,7.295,2.875,97.098
AAD021_010221,0.8536307762675227,Exudophore,25.155,161.258,35.038,10.617
AAD021_010226,0.40456674950252625,Exuding mycelium,33.559,16.445,32.021,11.48
AAD021_010228,0.578974680514779,Fuzzy mycelium,6.076,16.8,21.727,4.566
AAD021_010229,0.2695075375062132,Fuzzy mycelium,17.708,6.935,17.89,14.562
AAD021_010231,0.8251793700830276,Nodule,5.497,10.823,3.531,37.85
AAD021_010243,0.5369249371107104,Nodule,6.5,18.176,11.53,26.062
AAD021_010245,0.4311485556873939,Nodule,6.131,6.337,9.373,12.798
AAD021_010247,0.4388855897101242,Fuzzy mycelium,13.744,10.045,23.026,14.973
AAD021_010249,0.43365699222751486,Exudophore,25.581,55.071,15.16,52.826
AAD021_010251,0.4379560307758312,Exuding mycelium,20.137,9.627,12.458,11.868
AAD021_010272,0.24867771991025223,Exudophore,17.238,24.396,21.788,15.962
AAD021_010273,0.6135478310102903,Exudophore,9.989,29.237,13.738,10.169
AAD021_010281,0.4020966388400226,Exudophore,24.581,34.864,25.629,12.325
AAD021_010291,0.2983889522763678,Nodule,35.422,8.67,39.521,39.724
AAD021_010293,0.48332463824909144,Exudophore,25.896,46.999,25.866,21.088
AAD021_010294,0.6866523442824688,Fuzzy mycelium,8.669,4.724,18.218,3.733
AAD021_010307,0.9011320051941546,Exudophore,1.532,107.953,11.531,18.956
AAD021_010346,0.5554910475675477,Exudophore,15.168,30.67,9.5,16.232
AAD021_010351,0.39307814933987956,Nodule,16.544,10.225,24.724,28.281
AAD021_010352,0.5031890806761491,Nodule,7.506,14.23,11.785,22.49
AAD021_010360,0.4374637995052191,Nodule,32.987,27.92,27.778,52.551
AAD021_010368,0.47531714628006566,Exudophore,131.578,261.979,174.272,106.518
AAD021_010373,0.5316599538747759,Fuzzy mycelium,14.168,2.153,19.612,11.235
AAD021_010379,0.24388978275392384,Nodule,27.381,15.843,26.524,30.749
AAD021_010380,0.37536212736812874,Nodule,67.489,55.493,48.559,91.542
AAD021_010384,0.2597266202755035,Exuding mycelium,14.799,8.432,10.43,14.005
AAD021_010388,0.26037545047531185,Nodule,16.547,23.201,17.965,26.01
AAD021_010405,0.14119751188725757,Exudophore,13.005,13.155,9.061,11.827
AAD021_010406,0.30196599960806314,Exuding mycelium,26.906,21.767,20.579,13.998
AAD021_010412,0.27074525915101816,Exudophore,55.869,90.348,53.618,88.174
AAD021_010416,0.33382957936565605,Exudophore,41.172,54.41,30.461,37.107
AAD021_010422,0.7930927919473421,Exudophore,63.369,195.802,36.098,22.072
AAD021_010429,0.7245253970887197,Fuzzy mycelium,5.76,6.755,15.847,0.581
AAD021_010431,0.5022689099704489,Nodule,15.274,7.416,7.773,20.401
AAD021_010452,0.3090991227843654,Fuzzy mycelium,16.118,14.71,24.743,20.455
AAD021_010461,0.5767036175559476,Fuzzy mycelium,1801.705,231.228,2257.399,833.714
AAD021_010478,0.20362537731433814,Nodule,61.157,62.716,52.236,73.713
AAD021_010480,0.5738600636554105,Exudophore,4.439,13.452,8.074,4.684
AAD021_010481,0.4995418421429321,Fuzzy mycelium,15.17,7.295,17.883,4.384
AAD021_010500,0.6031794562601532,Fuzzy mycelium,6.499,5.321,14.971,6.002
AAD021_010523,0.9161461125186691,Nodule,60.085,1.555,7.116,273.32
AAD021_010524,0.2845965323532642,Exudophore,69.614,107.818,82.761,79.025
AAD021_010525,0.7150790009957086,Exudophore,42.596,188.467,52.634,65.865
AAD021_010531,0.939067992592843,Nodule,9.776,0.778,0.084,58.195
AAD021_010541,0.8165794157953986,Fuzzy mycelium,7.717,11.299,35.834,0.702
AAD021_010568,0.7537118950634487,Exudophore,14.752,42.635,11.05,5.699
AAD021_010578,0.8482010647302918,Exudophore,19.766,174.476,12.786,46.903
AAD021_010584,0.46185948559822726,Exudophore,21.197,46.873,31.004,23.472
AAD021_010590,0.396714560291823,Nodule,60.727,62.374,72.895,108.294
AAD021_010608,0.33600283707028683,Exudophore,13.372,16.8,13.03,7.064
AAD021_010618,0.3160447636152108,Exudophore,23.092,45.089,30.124,39.3
AAD021_010621,0.5134956430923515,Exudophore,11.839,23.439,12.328,10.043
AAD021_010634,0.29609253355511983,Exuding mycelium,113.162,25.475,103.399,110.094
AAD021_010655,0.7257296407063708,Nodule,8.877,2.751,2.006,16.57
AAD021_010664,0.40183654294781695,Exudophore,26.055,48.073,30.57,29.642
AAD021_010671,0.7617561164318131,Exudophore,18.343,62.977,19.927,6.741
AAD021_010672,0.23419884491808984,Exuding mycelium,26.162,23.497,19.762,16.847
AAD021_010720,0.8229299163812674,Fuzzy mycelium,69.227,8.49,148.757,1.304
AAD021_010736,0.4509163560501972,Fuzzy mycelium,131.707,25.052,187.874,152.717
AAD021_010739,0.36987591181299967,Fuzzy mycelium,30.439,8.072,35.83,29.22
AAD021_010740,0.3728698558669903,Nodule,10.041,12.436,11.551,18.087
AAD021_010743,0.8816379628801684,Nodule,6.922,4.126,4.277,43.157
AAD021_010753,0.27803743070297066,Exuding mycelium,31.133,22.302,27.465,17.663
AAD021_010760,0.7343236740617534,Fuzzy mycelium,16.708,8.549,44.611,10.301
AAD021_010779,0.4973673796339506,Exuding mycelium,12.95,3.348,12.229,3.95
AAD021_009507,0.21409479909030085,Exudophore,9.83,11.901,8.74,9.491
AAD021_009512,0.43543155659331884,Exuding mycelium,15.911,9.029,9.689,8.23
AAD021_009516,0.1507870639745368,Fuzzy mycelium,127.762,128.682,139.133,98.017
AAD021_009517,0.5963481818061928,Nodule,20.404,15.785,19.111,45.666
AAD021_009528,0.16141503857509423,Exuding mycelium,18.185,14.23,16.686,14.833
AAD021_009529,0.6797800606382601,Exudophore,96.767,264.267,96.243,60.86
AAD021_009535,0.7117726497492672,Nodule,14.165,4.544,4.299,26.609
AAD021_009536,0.27432117825343966,Exuding mycelium,140.539,90.712,77.024,138.223
AAD021_009558,0.3688775454193866,Exuding mycelium,17.175,7.713,13.171,11.636
AAD021_009577,0.31399648917860595,Exuding mycelium,94.372,44.909,83.937,65.373
AAD021_009582,0.7328387134417916,Nodule,81.984,69.602,40.944,240.215
AAD021_009596,0.35759902870713606,Exuding mycelium,25.166,6.697,17.474,24.329
AAD021_009598,0.3279631414642406,Exudophore,19.711,25.655,18.921,13.09
AAD021_009599,0.5398134011057322,Exudophore,5.707,19.075,11.251,9.375
AAD021_009622,0.701520006370013,Nodule,20.72,9.865,19.329,55.743
AAD021_009627,0.33068328558701077,Exuding mycelium,50.165,29.178,43.722,27.829
AAD021_009629,0.3110550540774832,Nodule,38.692,54.77,21.642,55.691
AAD021_009640,0.6885985008821836,Fuzzy mycelium,6.132,5.083,14.966,2.766
AAD021_009642,0.7493287415006593,Fuzzy mycelium,21.515,1.375,32.966,1.9
AAD021_009662,0.4394355989339653,Nodule,11.579,4.903,5.502,13.073
AAD021_009663,0.12975856984427914,Exuding mycelium,28.385,25.169,25.599,23.336
AAD021_009665,0.6876426991082788,Exuding mycelium,53.912,38.387,11.797,0.335
AAD021_009666,0.6263789319864245,Exuding mycelium,24.573,16.207,8.056,3.28
AAD021_009683,0.6112516884111378,Nodule,12.371,4.485,14.862,27.197
AAD021_009689,0.2940090512403779,Exuding mycelium,36.953,14.71,34.486,29.069
AAD021_009690,0.24258879370952802,Nodule,15.171,8.49,11.511,15.479
AAD021_009694,0.9579131118389624,Nodule,2.589,0.0,0.524,24.655
AAD021_009697,0.2647008385453352,Nodule,47.355,32.288,24.899,47.393
AAD021_009708,0.20881752866370382,Fuzzy mycelium,11.944,9.088,14.279,12.86
AAD021_009719,0.3003195623129181,Exuding mycelium,15.171,10.823,9.788,11.235
AAD021_009729,0.2937081236988372,Fuzzy mycelium,7.771,12.378,13.25,7.926
AAD021_009732,0.25733902605630105,Exuding mycelium,49.375,32.59,38.081,39.335
AAD021_009735,0.4651883321102243,Exudophore,47.041,96.258,34.2,73.2
AAD021_009741,0.7268597510350929,Fuzzy mycelium,7.934,4.544,15.391,0.134
AAD021_009744,0.58003833377266,Nodule,11.793,12.737,13.727,30.366
AAD021_009752,0.4169443275032439,Nodule,26.111,46.158,40.095,64.239
AAD021_009770,0.3485158857237865,Exuding mycelium,61.529,43.952,52.832,23.472
AAD021_009772,0.5063833005543734,Exuding mycelium,19.927,3.169,17.448,8.893
AAD021_009784,0.3280447958618513,Exuding mycelium,15.329,5.321,10.964,14.615
AAD021_009786,0.467050508172437,Exudophore,42.915,103.22,59.823,62.296
AAD021_009787,0.7500993295416482,Exudophore,15.909,51.48,17.496,5.19
AAD021_009788,0.29176883405601967,Fuzzy mycelium,51.012,39.646,61.782,40.611
AAD021_009789,0.32087982795194026,Fuzzy mycelium,12.579,5.321,14.073,10.772
AAD021_009814,0.5149448428371285,Fuzzy mycelium,7.98,4.544,10.654,2.979
AAD021_009815,0.23359400568841004,Exudophore,38.106,62.123,48.204,56.523
AAD021_009842,0.292632286074162,Exudophore,90.322,122.169,93.308,75.626
AAD021_009847,0.2295897421548918,Fuzzy mycelium,127.981,113.724,135.288,70.977
AAD021_009865,0.6674563701429873,Nodule,5.284,7.654,12.155,25.152
AAD021_009871,0.45322706485150127,Nodule,12.845,12.018,10.237,21.399
AAD021_009879,0.8389773620994586,Nodule,326.204,137.432,38.22,1038.894
AAD021_009887,0.19514159347491108,Fuzzy mycelium,12.525,15.906,16.643,11.755
AAD021_009935,0.30831068480567,Nodule,18.818,4.126,16.812,19.159
AAD021_009960,0.7423065745356637,Exudophore,69.509,282.195,105.73,42.92
AAD021_009980,0.21259659284591212,Exuding mycelium,25.687,14.351,24.033,22.294
AAD021_009983,0.20760112999400734,Exudophore,33.997,42.63,38.732,28.611
AAD021_009984,0.7234825583912926,Exudophore,23.682,108.164,38.446,27.6
AAD021_009992,0.1912262058968112,Exudophore,11.469,13.573,7.995,13.47
AAD021_009999,0.4364614288811927,Nodule,11.469,9.686,11.286,19.188
AAD021_010030,0.528334115939788,Exuding mycelium,28.39,5.739,19.958,14.473
AAD021_010065,0.5493559656727293,Exudophore,8.562,29.057,13.772,16.949
AAD021_010112,0.46925041641601456,Fuzzy mycelium,72.895,17.398,75.069,29.235
AAD021_007558,0.46401504794617715,Fuzzy mycelium,33.247,15.308,37.142,11.167
AAD021_007559,0.2721751896814756,Exuding mycelium,20.083,15.128,19.186,9.536
AAD021_007560,0.719149260438598,Fuzzy mycelium,10.311,6.157,29.735,8.584
AAD021_007609,0.20641908008705492,Fuzzy mycelium,21.776,16.684,22.464,15.021
AAD021_007611,0.29718268848627444,Nodule,18.976,18.958,19.598,27.286
AAD021_007617,0.20273836144248988,Fuzzy mycelium,9.672,12.917,13.798,10.412
AAD021_007621,0.17173398724070443,Exuding mycelium,132.656,123.828,75.922,129.873
AAD021_007622,0.6759863825423013,Fuzzy mycelium,3.647,8.31,12.646,0.335
AAD021_007638,0.5023337542588103,Nodule,17.286,7.295,15.078,26.563
AAD021_007640,0.39382186976565564,Exudophore,17.605,25.295,19.235,9.16
AAD021_007641,0.6468849476451154,Nodule,28.278,49.992,4.088,77.744
AAD021_007647,0.10719166896836381,Nodule,20.3,20.567,23.132,23.894
AAD021_007678,0.5165915830782898,Fuzzy mycelium,22.515,10.701,31.341,12.235
AAD021_007687,0.277686474286111,Exudophore,10.625,18.953,16.229,14.217
AAD021_007712,0.3151316951452195,Nodule,151.096,141.473,85.747,184.13
AAD021_007719,0.1693490692513614,Exuding mycelium,37.957,35.875,27.817,30.895
AAD021_007731,0.5102212147899693,Exuding mycelium,19.613,7.056,12.182,9.579
AAD021_007744,0.6823376324851074,Nodule,34.399,13.456,21.168,72.429
AAD021_007760,0.7141486799077365,Nodule,37.886,8.67,25.608,84.151
AAD021_007766,0.3688910352060329,Nodule,15.435,20.333,17.753,28.268
AAD021_007778,0.4091194254182649,Fuzzy mycelium,12.157,5.083,16.473,11.961
AAD021_007784,0.33768955773407533,Exuding mycelium,25.052,12.378,18.965,18.433
AAD021_007787,0.8189976573390659,Exudophore,4.336,25.052,7.672,1.596
AAD021_007799,0.4258454525595477,Fuzzy mycelium,12.951,8.908,17.514,8.308
AAD021_007802,0.415342577077565,Nodule,4.914,14.89,11.304,17.736
AAD021_007819,0.18163140220659005,Exuding mycelium,276.287,178.975,236.7,262.638
AAD021_007821,0.14534289329621308,Fuzzy mycelium,16.016,11.241,16.832,15.901
AAD021_007828,0.598810568843637,Nodule,7.24,17.34,5.518,25.007
AAD021_007837,0.31321127306549296,Fuzzy mycelium,14.483,17.281,22.489,14.57
AAD021_007838,0.3216474698171566,Exuding mycelium,20.608,9.268,20.136,12.535
AAD021_007841,0.49850524074406904,Exudophore,6.978,21.106,11.749,13.027
AAD021_007842,0.29619113698016436,Fuzzy mycelium,11.308,13.155,16.709,10.816
AAD021_007843,0.2613747416052415,Nodule,42.345,31.812,41.313,52.11
AAD021_007849,0.5869818449298752,Nodule,7.402,4.544,7.682,15.841
AAD021_007852,0.12246225191020736,Exuding mycelium,31.563,28.643,31.349,23.099
AAD021_007869,0.6818076636641653,Exuding mycelium,125.27,17.461,99.853,2.266
AAD021_007884,0.5458822874294377,Nodule,14.005,3.708,17.389,25.766
AAD021_007888,0.37954720375721046,Nodule,27.273,25.353,25.285,41.857
AAD021_007891,0.8289296250734951,Nodule,283.484,86.721,22.905,765.983
AAD021_007896,0.3161199053857878,Exuding mycelium,21.512,11.362,19.204,13.569
AAD021_007899,0.15395719261189275,Exuding mycelium,28.539,23.38,26.401,22.655
AAD021_007909,0.18901743450620453,Exudophore,14.745,16.625,11.074,14.63
AAD021_007916,0.32177026880941734,Fuzzy mycelium,18.6,9.627,21.896,16.323
AAD021_007934,0.32332378684113416,Nodule,112.145,111.872,75.954,147.767
AAD021_007935,0.5004466966089728,Fuzzy mycelium,11.469,5.083,14.357,4.964
AAD021_007937,0.5531220150306188,Exudophore,175.644,369.042,130.653,188.453
AAD021_007940,0.9596013454848246,Nodule,13.526,2.391,4.039,164.662
AAD021_007946,0.47340035355729587,Exudophore,62.103,134.25,75.076,74.91
AAD021_007952,0.405957194411978,Nodule,44.501,40.716,43.484,72.217
AAD021_007955,0.2468670469662868,Nodule,20.243,22.841,21.848,28.738
AAD021_007957,0.3662792514970465,Nodule,9.247,8.49,12.358,15.83
AAD021_007960,0.5727643391468864,Fuzzy mycelium,34.568,15.187,51.226,15.902
AAD021_007962,0.187468269287327,Exudophore,14.007,19.075,15.635,16.855
AAD021_007963,0.40456051478639043,Exudophore,52.118,80.793,67.53,24.674
AAD021_007982,0.13907210711286688,Exuding mycelium,18.025,15.964,13.048,17.543
AAD021_007987,0.4151457798805325,Exudophore,29.752,56.572,41.888,27.619
AAD021_008005,0.22723199691087637,Fuzzy mycelium,15.117,12.616,18.435,15.005
AAD021_008006,0.3261857653489285,Nodule,6.816,5.739,8.226,10.281
AAD021_008013,0.31016607903495014,Nodule,9.146,15.488,10.34,16.9
AAD021_008018,0.6189796721656048,Fuzzy mycelium,42.445,24.158,80.104,24.961
AAD021_008024,0.09053965878638048,Nodule,164.957,144.233,149.081,167.964
AAD021_008028,0.4078337213086553,Exudophore,39.959,82.874,68.481,38.786
AAD021_008034,0.6143659468034245,Nodule,15.009,5.861,12.576,28.909
AAD021_008041,0.31795076027680397,Nodule,27.749,24.095,43.851,46.769
AAD021_008043,0.29162962151524746,Exuding mycelium,55.022,38.63,33.957,44.34
AAD021_008052,0.6307983562009156,Fuzzy mycelium,2.327,11.358,12.819,0.514
AAD021_008065,0.2144597893496887,Fuzzy mycelium,13.585,17.102,18.921,13.902
AAD021_008066,0.37667313653657297,Fuzzy mycelium,53.025,51.543,71.012,28.224
AAD021_008068,0.4257286767319572,Nodule,42.074,66.487,33.955,82.723
AAD021_008071,0.5069491012943843,Nodule,51.267,40.958,27.276,80.79
AAD021_008074,0.5673903149571246,Exudophore,24.523,65.655,37.323,23.363
AAD021_008078,0.39684338365939525,Exudophore,14.221,17.398,10.484,6.776
AAD021_008079,0.2876179957584856,Fuzzy mycelium,12.157,10.585,15.667,10.74
